Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release
51,PTX-PLGA,1.00,57500.00,0.00,216.50,10.36,0.01,0.01,16255.76,0.00,853.92,221.29,15.00,3.74,22.36,0.06,0.10,0.17,0.47
51,PTX-PLGA,1.00,57500.00,0.00,216.50,10.36,0.01,0.01,16255.76,0.00,853.92,221.29,15.00,3.74,29.97,0.06,0.10,0.17,0.52
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,0.00,0.01,0.02,0.04,0.00
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,0.43,0.01,0.02,0.04,0.01
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,1.07,0.01,0.02,0.04,0.04
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,1.71,0.01,0.02,0.04,0.07
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,2.99,0.01,0.02,0.04,0.09
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,3.84,0.01,0.02,0.04,0.10
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,5.11,0.01,0.02,0.04,0.12
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,5.97,0.01,0.02,0.04,0.14
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,8.09,0.01,0.02,0.04,0.16
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,8.94,0.01,0.02,0.04,0.18
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,11.49,0.01,0.02,0.04,0.22
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,13.19,0.01,0.02,0.04,0.24
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,14.68,0.01,0.02,0.04,0.25
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,16.59,0.01,0.02,0.04,0.27
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,18.28,0.01,0.02,0.04,0.29
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,21.67,0.01,0.02,0.04,0.30
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,22.94,0.01,0.02,0.04,0.31
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,26.54,0.01,0.02,0.04,0.31
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,30.14,0.01,0.02,0.04,0.33
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,33.95,0.01,0.02,0.04,0.34
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,38.61,0.01,0.02,0.04,0.37
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,43.05,0.01,0.02,0.04,0.39
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,64.84,0.01,0.02,0.04,0.42
96,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3076.92,0.10,853.92,221.29,15.00,3.74,93.19,0.01,0.02,0.04,0.49
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,0.00,0.01,0.02,0.04,0.00
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,0.43,0.01,0.02,0.04,0.01
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,1.07,0.01,0.02,0.04,0.05
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,2.56,0.01,0.02,0.04,0.07
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,3.84,0.01,0.02,0.04,0.09
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,5.96,0.01,0.02,0.04,0.12
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,8.08,0.01,0.02,0.04,0.14
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,11.05,0.01,0.02,0.04,0.17
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,13.39,0.01,0.02,0.04,0.19
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,14.87,0.01,0.02,0.04,0.20
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,16.57,0.01,0.02,0.04,0.22
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,18.69,0.01,0.02,0.04,0.23
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,21.65,0.01,0.02,0.04,0.23
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,23.13,0.01,0.02,0.04,0.24
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,26.73,0.01,0.02,0.04,0.26
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,30.12,0.01,0.02,0.04,0.28
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,33.72,0.01,0.02,0.04,0.29
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,38.80,0.01,0.02,0.04,0.31
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,43.03,0.01,0.02,0.04,0.32
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,65.04,0.01,0.02,0.04,0.38
97,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,3529.41,0.10,853.92,221.29,15.00,3.74,92.96,0.01,0.02,0.04,0.43
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,0.00,0.01,0.01,0.02,0.00
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,0.64,0.01,0.01,0.02,0.01
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,1.71,0.01,0.01,0.02,0.04
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,4.04,0.01,0.01,0.02,0.06
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,5.31,0.01,0.01,0.02,0.08
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,5.95,0.01,0.01,0.02,0.09
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,6.59,0.01,0.01,0.02,0.11
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,9.14,0.01,0.01,0.02,0.13
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,11.89,0.01,0.01,0.02,0.15
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,13.16,0.01,0.01,0.02,0.16
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,14.65,0.01,0.01,0.02,0.17
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,16.98,0.01,0.01,0.02,0.18
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,18.67,0.01,0.01,0.02,0.19
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,21.00,0.01,0.01,0.02,0.20
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,23.33,0.01,0.01,0.02,0.20
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,26.92,0.01,0.01,0.02,0.21
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,30.52,0.01,0.01,0.02,0.22
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,34.33,0.01,0.01,0.02,0.22
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,38.14,0.01,0.01,0.02,0.23
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,42.79,0.01,0.01,0.02,0.24
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,64.37,0.01,0.01,0.02,0.28
98,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,3488.37,0.10,853.92,221.29,15.00,3.74,93.13,0.01,0.01,0.02,0.32
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,0.00,0.01,0.01,0.03,0.00
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,0.43,0.01,0.01,0.03,0.01
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,1.49,0.01,0.01,0.03,0.04
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,2.98,0.01,0.01,0.03,0.06
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,4.26,0.01,0.01,0.03,0.08
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,5.32,0.01,0.01,0.03,0.11
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,7.23,0.01,0.01,0.03,0.13
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,8.08,0.01,0.01,0.03,0.14
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,12.96,0.01,0.01,0.03,0.17
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,14.44,0.01,0.01,0.03,0.19
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,18.04,0.01,0.01,0.03,0.20
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,20.79,0.01,0.01,0.03,0.22
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,22.70,0.01,0.01,0.03,0.22
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,26.30,0.01,0.01,0.03,0.23
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,30.32,0.01,0.01,0.03,0.24
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,33.92,0.01,0.01,0.03,0.25
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,37.94,0.01,0.01,0.03,0.27
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,43.23,0.01,0.01,0.03,0.28
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,64.59,0.01,0.01,0.03,0.31
99,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.01,2061.86,0.10,853.92,221.29,15.00,3.74,93.15,0.01,0.01,0.03,0.37
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,0.00,0.04,0.07,0.12,0.00
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,0.44,0.04,0.07,0.12,0.05
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,0.88,0.04,0.07,0.12,0.10
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,0.89,0.04,0.07,0.12,0.13
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,2.17,0.04,0.07,0.12,0.15
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,3.02,0.04,0.07,0.12,0.16
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,3.87,0.04,0.07,0.12,0.18
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,5.56,0.04,0.07,0.12,0.19
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,6.84,0.04,0.07,0.12,0.20
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,9.38,0.04,0.07,0.12,0.21
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,11.70,0.04,0.07,0.12,0.22
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,14.03,0.04,0.07,0.12,0.23
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,16.57,0.04,0.07,0.12,0.24
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,17.84,0.04,0.07,0.12,0.24
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,20.38,0.04,0.07,0.12,0.25
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,22.92,0.04,0.07,0.12,0.25
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,26.73,0.04,0.07,0.12,0.26
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,30.53,0.04,0.07,0.12,0.26
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,34.34,0.04,0.07,0.12,0.26
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,38.57,0.04,0.07,0.12,0.27
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,43.22,0.04,0.07,0.12,0.26
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,65.21,0.04,0.07,0.12,0.27
100,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,7058.82,0.10,853.92,221.29,15.00,3.74,92.69,0.04,0.07,0.12,0.27
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,0.00,0.00,0.02,0.13,0.00
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,0.43,0.00,0.02,0.13,0.01
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,0.65,0.00,0.02,0.13,0.05
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,0.87,0.00,0.02,0.13,0.08
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,0.88,0.00,0.02,0.13,0.11
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,3.85,0.00,0.02,0.13,0.12
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,6.39,0.00,0.02,0.13,0.13
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,9.14,0.00,0.02,0.13,0.13
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,11.68,0.00,0.02,0.13,0.14
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,14.43,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,16.12,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,19.29,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,24.58,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,27.96,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,30.92,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,33.88,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,38.74,0.00,0.02,0.13,0.15
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,42.55,0.00,0.02,0.13,0.16
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,64.12,0.00,0.02,0.13,0.16
101,PTX-PLGA,3.00,108000.00,0.00,216.50,10.36,0.02,0.02,6060.61,0.10,853.92,221.29,15.00,3.74,92.87,0.00,0.02,0.13,0.16
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.01,0.01,0.02,0.00
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.01,0.01,0.02,0.01
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,0.17,0.01,0.01,0.02,0.01
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,8.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,9.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,10.00,0.01,0.01,0.02,0.02
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,12.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,13.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,15.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,16.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,17.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,19.00,0.01,0.01,0.02,0.03
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,20.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,22.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,23.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,24.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,26.00,0.01,0.01,0.02,0.04
160,PTX-PLGA-co-PALA,3.00,11000.00,0.06,216.50,10.36,0.83,0.32,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.01,0.01,0.02,0.04
